// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

2333,BUWAYA_WEAK,宝箱巨鳄的虚影,宝箱巨鳄的虚影,138,20,0,0,0,1,7,10,100,78,1,1,1,1,6,30,10,12,0,3,81,0x60,100,432,432,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,G_WAKWAK,食尸鬼,食尸鬼,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,MA_TREASURE,宝物箱子,宝物箱子,140,5,0,0,0,1,0,0,100,0,0,0,0,0,1199,0,10,12,0,0,26,0x120,0,0,0,0,0,0,0,0,0,0,0,6516,2000,6524,50,6499,2000,15051,1000,2169,100,969,2000,6499,10000,0,0,0,0,0,0
2336,DOMOVOI,多莫沃伊,多莫沃伊,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,HIDDEN_MOB,隐形怪物,隐形怪物,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,MD_MANANANGGAL,噩梦死神的噩梦护士,噩梦死神的噩梦护士,107,204511,0,0,0,1,901,1124,64,31,100,100,30,30,200,30,10,12,1,6,47,0x3795,120,432,432,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,MD_MANGKUKULAM,噩梦死神的噩梦巫师,噩梦死神的噩梦巫师,110,102154,0,0,0,1,598,766,89,75,100,100,30,30,100,30,10,12,1,6,47,0x3795,120,1000,792,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,MD_TIYANAK,恶魔婴儿,恶魔婴儿,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,RWC_BOSS2011,RWC Boss,RWC Boss,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Additional Mercenary Monsters
2342,MER_DIABOLIC,Diabolic,Diabolic,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,HIDDEN_MOB_W,Hidden Mob,Hidden Mob,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,MER_WISH_MAIDEN,Wish Maiden,Wish Maiden,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,MER_ZHERLTHSH,Zherlthsh,Zealotus,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,MER_KTULLANUX,寒冰龙,寒冰龙,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2347,MER_EDDGA,Eddga,Eddga,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,MER_CIVIL_SERVANT,Civil Servant,Mao Guai,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,MER_LOLI_RURI,Loli Ruri,Loli Ruri,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,MER_SEDORA,Sedora,Sedora,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,MER_CHEPET,Chepet,Chepet,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Nightmare Pyrimids
2352,E_RSX_0805,RSX 0805,RSX 0805,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,N_MINOROUS,噩梦米洛斯,噩梦米洛斯,121,27141,1,2201,1910,1,853,1007,131,41,71,47,51,51,81,30,10,12,2,2,43,0x3795,200,1360,960,432,0,0,0,0,0,0,0,941,5000,756,200,1361,2,1005,10,6254,100,1301,200,568,300,0,0,0,0,4126,1
2354,N_MUMMY,噩梦木乃伊,噩梦木乃伊,117,22557,1,2150,1621,1,761,953,110,21,61,5,21,1,72,0,10,12,1,1,49,0x3795,300,1772,72,384,0,0,0,0,0,0,0,930,9000,756,100,934,500,2604,2,2611,10,525,250,508,1000,0,0,0,0,4106,1
2355,N_VERIT,噩梦毕莱特,噩梦毕莱特,115,21034,1,2074,1571,1,623,765,82,20,57,7,31,15,7,7,10,12,1,1,29,0x3795,250,2468,768,480,0,0,0,0,0,0,0,929,9000,912,700,930,1100,509,600,2609,2,2612,200,639,20,0,0,0,0,4107,1
2356,N_MIMIC,噩梦邪恶箱,噩梦邪恶箱,137,63101,1,3201,2704,1,1345,1758,210,40,71,180,35,21,61,0,10,12,1,0,60,0x3795,100,972,500,288,0,0,0,0,0,0,0,617,6,603,50,1065,1200,7938,1000,2626,2,757,270,0,0,0,0,0,0,4205,1
2357,G_N_MIMIC,噩梦邪恶箱,噩梦邪恶箱,137,63101,1,0,0,1,1345,1758,210,40,71,180,35,21,61,0,10,12,1,0,60,0x3795,100,972,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,N_ARCLOUSE,噩梦卷甲虫,噩梦卷甲虫,134,48013,1,2506,2303,1,1104,1445,101,45,65,85,51,45,251,31,10,12,1,4,42,0x3795,100,960,500,480,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,500,716,300,997,20,912,2500,0,0,0,0,4240,1
2359,G_N_ARCLOUSE,噩梦卷甲虫,噩梦卷甲虫,134,48013,1,0,0,1,1104,1445,101,45,65,85,51,45,251,31,10,12,1,4,42,0x3795,100,960,500,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,N_ANCIENT_MUMMY,噩梦狂暴木乃伊,噩梦狂暴木乃伊,141,90157,1,4712,4001,1,1841,2188,142,51,126,75,61,85,187,24,10,12,1,1,49,0x3795,175,1772,120,384,0,0,0,0,0,0,0,930,4500,934,1800,2624,2,2611,150,13735,10,756,150,757,100,0,0,0,0,4248,1
2361,G_N_ANCIENT_MUMMY,噩梦狂暴木乃伊,噩梦狂暴木乃伊,141,90157,1,0,0,1,1841,2188,142,51,126,75,61,85,187,24,10,12,1,1,49,0x3795,175,1772,120,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,N_AMON_RA,噩梦古埃及王,噩梦古埃及王,145,2515784,1,1626487,1302087,3,4106,7307,367,301,86,89,120,131,101,92,14,12,2,7,62,0x1A4,170,854,2016,480,813243,607,5500,608,3500,732,5500,5053,150,2615,50,7211,7000,985,3800,616,400,1552,10,607,3000,0,0,0,0,4236,1

// Eclage (14.2)
2363,MENBLATT,彩蝶精灵,彩蝶精灵,143,82200,1,4150,3421,3,816,1017,79,50,70,68,40,55,108,30,10,12,1,4,44,0x3795,145,472,1056,480,0,0,0,0,0,0,0,6516,2000,6524,50,6499,2000,15051,1000,2169,100,969,20,6499,10000,0,0,0,0,4593,1
2364,PETAL,花丛松鼠,花丛松鼠,141,81031,1,4058,3361,1,671,844,73,33,70,82,55,45,108,25,10,12,1,2,24,0x3795,200,1500,768,480,0,0,0,0,0,0,0,6558,2000,12346,1000,1026,1000,6089,250,0,0,0,0,0,0,0,0,0,0,4594,1
2365,CENERE,灰烬之影,灰烬之影,146,130131,1,7117,5712,1,1802,2833,87,81,67,39,30,35,95,45,10,12,0,3,24,0x3795,300,1500,720,360,0,0,0,0,0,0,0,6561,2000,7322,500,7001,1500,7320,1000,0,0,0,0,0,0,0,0,0,0,4595,1
2366,ANTIQUE_BOOK,古董书籍,古董书籍,148,134615,1,7225,5870,1,1861,3074,74,42,67,53,32,44,125,5,10,12,0,0,60,0x3795,150,864,960,480,0,0,0,0,0,0,0,6560,2000,7015,1000,1097,1000,0,0,0,0,0,0,0,0,0,0,0,0,4596,1
2367,LICHTERN_B,蓝色等离子体,蓝色等离子体,149,131211,1,7187,5701,1,1513,2923,76,41,124,74,60,55,92,50,10,12,0,0,81,0x3795,150,480,1728,480,0,0,0,0,0,0,0,1000,1000,1001,1000,995,20,12812,5,0,0,0,0,0,0,0,0,0,0,4597,1
2368,LICHTERN_Y,黄色等离子体,黄色等离子体,147,131513,1,7071,5810,1,1416,2977,84,51,141,94,75,91,144,50,10,12,0,0,88,0x3795,150,0,3456,480,0,0,0,0,0,0,0,1000,1000,1001,1000,997,20,12815,5,0,0,0,0,0,0,0,0,0,0,4600,1
2369,LICHTERN_R,红色等离子体,红色等离子体,149,135718,1,7201,6013,1,1647,3096,111,53,147,77,66,65,133,50,10,12,0,0,83,0x3795,150,0,4032,480,0,0,0,0,0,0,0,1000,1000,1001,1000,994,20,12813,5,0,0,0,0,0,0,0,0,0,0,4599,1
2370,LICHTERN_G,绿色等离子体,绿色等离子体,151,133451,1,7214,5710,1,1547,3141,120,57,121,60,58,62,102,50,10,12,0,0,82,0x3795,100,0,2304,480,0,0,0,0,0,0,0,1000,1000,1001,1000,996,20,12814,5,0,0,0,0,0,0,0,0,0,0,4598,1
2371,FAITHFUL_MANAGER,忠诚的管理者,忠诚的管理者,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607,1

// Additional Monsters
2372,SOIL,米糕,米糕,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,ROCK,Rock,Rock,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,THICKET,Thicket,Thicket,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,MOROCC_4_142,梦罗克分身,梦罗克分身,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,MOROCC_2_142,梦罗克分身,梦罗克分身,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,E_NOVUS_,Novus,Novus,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,MER_ANTLER_SCARABA,Antler Scaraba,Antler Scaraba,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,XMAS_SMOKEY_SOCK,斯莫基袜子,斯莫基袜子,10,10,1,0,0,1,70,81,1,0,1,1,16,5,100,100,10,12,0,2,22,0x1C1,200,1576,576,420,0,0,0,0,0,0,0,7909,3000,7910,3000,6682,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,XMAS_SMOKEY_GIFT,斯莫基礼物,斯莫基礼物,10,10,1,0,0,1,70,81,1,0,1,1,16,5,100,100,10,12,0,2,22,0x1C1,200,1576,576,420,0,0,0,0,0,0,0,7909,3000,7910,3000,6682,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Monster's Waitting To Be Coded In
//2381,E_VADON_X_S
//2382,E_VADON_X_H
//2383,E_VADON_X_H_S
//2384,KRAKEN_LEG_1
//2385,KRAKEN_LEG_2
//2386,KRAKEN_LEG_3
//2387,KRAKEN_LEG_4
//2388,KRAKEN_LEG_5
//2389,G_KRAKEN_LEG_1
//2390,G_KRAKEN_LEG_2
//2391,G_KRAKEN_LEG_3
//2392,G_KRAKEN_LEG_4
//2393,G_KRAKEN_LEG_5
//2394,MERMAN_SE
//2395,SEIREN
//2396,POSEIDON
//2397,KRAKEN_BABY
2398,LITTLE_PORING,迷你波利,迷你波利,1,40,1,18,10,1,8,9,2,5,6,1,1,0,6,5,10,12,0,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,9000,1202,100,938,1000,512,5000,507,1000,512,500,507,1000,0,0,0,0,4545,1
//2399,E_MINI_DEMON
//2400,E_DIABOLIC
//2401,G_PORING
//2402,POPORING_IMMUNE_M
//2403,POPORING_IMMUNE_A
2404,DEAD_PLANKTON,漂浮虫,漂浮虫,40,1232,1,334,375,1,75,111,28,28,23,53,25,55,35,14,10,12,0,3,61,0x81,400,2208,1008,324,0,0,0,0,0,0,0,1052,9000,910,300,938,700,970,4,713,1000,630,20,645,50,0,0,0,0,4024,1
2405,WEAK_SKELETON,古代兽人恶灵,古代兽人恶灵,87,80087,0,0,0,1,496,759,23,30,1,31,41,93,67,30,10,12,1,1,29,0x3885,130,2420,720,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,WEAK_SKEL_SOLDIER,邪骸战士,邪骸战士,27,612,1,162,183,1,78,102,21,2,24,15,30,5,19,1,10,12,1,1,29,0x91,200,2228,528,576,0,0,0,0,0,0,0,1010,90,932,800,1505,80,909,3000,507,850,2609,30,0,0,0,0,0,0,4025,1
//2407,SAILOR_SKELETON
2408,DUMMY_10,训练假人 10级,训练假人 10级,10,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,0,20,0x0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,DUMMY_50,训练假人 50级,训练假人 50级,50,99999999,1,0,0,0,0,0,50,50,0,0,0,0,0,0,0,200,1,0,20,0x0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,DUMMY_100,训练假人 100级,训练假人 100级,100,99999999,1,0,0,0,0,0,90,90,0,0,0,0,0,0,0,200,1,0,20,0x0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,DUMMY_150,训练假人 150级,训练假人 150级,150,99999999,1,0,0,0,0,0,120,120,0,0,0,0,0,0,0,200,1,0,20,0x0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2412,E_VALKIWI
2413,DUMMY_10_FIRE,训练假人 10级,训练假人 10级,10,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,0,23,0x0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

//New rebirh quest
2414,RUNAWAY_BOOK,逃亡的图书,逃亡的图书,1,10,1,1,1,1,6,8,1,1,1,1,1,1,1,1,10,12,0,0,60,0x3691,150,864,500,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2415,L_SEYREN
//2416,L_EREMES
//2417,L_HARWORD
//2418,L_SHECIL
//2419,L_KATRINN
//2420,L_MAGALETA
//2421,L_YGNIZEM
//2422,L_WHIKEBAIN
//2423,L_ARMAIA
//2424,L_KAVAC
//2425,L_DANCER
//2426,L_RAWREL
//2427,L_EREND
//2428,G_L_SEYREN
//2429,G_L_EREMES
//2430,G_L_HARWORD
//2431,G_L_SHECIL
//2432,G_L_KATRINN
//2433,G_L_MAGALETA
//2434,G_L_YGNIZEM
//2435,G_L_WHIKEBAIN
//2436,G_L_ARMAIA
//2437,G_L_KAVAC
//2438,G_L_DANCER
//2439,G_L_RAWREL
//2440,G_L_EREND
//2441,B_NOVICE
//2442,B_SUPERNOVICE
//2443,AIRA
//2444,KULUNA
//2445,MALLINA
//2446,EZELLA
//2447,LUNE
//2448,MORIN
//2449,NASARIN
//2450,THIEF_PORING
//2451,BABY_STRANGE
//2452,TREASURE_BOX_TE
//2453,TREASURE_BOX_TE_1
//2454,TREASURE_BOX_TE_2
//2455,TREASURE_BOX_TE_3
//2456,TREASURE_BOX_TE_4
//2457,TREASURE_BOX_TE_5
//2458,TREASURE_BOX_TE_6
//2459,TREASURE_BOX_TE_7
//2460,TREASURE_BOX_TE_8
//2461,TREASURE_BOX_TE_9
//2462,TREASURE_BOX_TE_10
//2463,E_BOMBPORING

// 克雷斯特汉姆古城 (目前占位) 
2464,MG_ZOMBIE,腐尸,腐尸,17,9340,1,117,87,1,38,50,20,3,15,8,17,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,901,9000,2264,2,2404,15,609,20,2337,1,2305,100,1558,5,0,0,0,0,4090,1
2465,MG_WRAITH,恶灵,恶灵,77,23168,1,1190,1191,1,335,396,80,40,62,26,30,55,76,5,10,12,2,1,89,0x3695,300,1816,576,240,0,0,0,0,0,0,0,1059,5820,2206,10,2506,2,716,650,602,1300,2505,10,731,5,0,0,0,0,4190,1
2466,MG_GHOUL,绿腐尸,绿腐尸,61,12614,1,583,656,1,216,245,78,5,56,12,19,11,27,10,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
2467,MG_ARCLOUSE,卷甲虫,卷甲虫,107,14020,1,1844,2607,1,269,309,101,36,60,73,45,35,140,15,10,12,1,4,42,0x3195,100,960,500,480,0,0,0,0,0,0,0,1096,3500,938,3000,943,800,912,450,716,300,997,20,912,2500,0,0,0,0,4240,1
2468,MG_RAYDRIC,幽灵剑士,幽灵剑士,115,25408,1,20770,2076,1,572,668,89,15,129,87,55,32,76,27,10,12,2,7,47,0x3095,150,824,780,420,0,0,0,0,0,0,0,985,106,2266,1,2315,2,1158,2,1116,100,1004,10,7054,4850,0,0,15037,1,4133,1
2469,MG_RAYDRIC_ARCHER,幽灵弓箭手,幽灵弓箭手,82,30370,1,1049,1332,9,377,395,63,40,53,24,40,15,112,30,10,12,1,6,47,0x2185,200,1152,1152,480,0,0,0,0,0,0,0,7054,4656,0,0,2315,2,15013,5,1764,2000,1715,3,985,106,0,0,0,0,4187,1
2470,MG_KNIGHT_OF_ABYSS,深渊骑士,深渊骑士,122,332970,1,4779,4013,1,810,1002,102,50,121,55,68,70,97,37,10,12,2,7,87,0x3695,300,1500,500,1000,0,0,0,0,0,0,0,1064,5335,7023,5,2318,1,1421,25,1162,1,985,369,15014,10,0,0,0,0,4140,1
2471,MG_KHALITZBURG,卡利斯格,卡利斯格,118,109860,1,2862,2147,1,737,833,125,10,121,48,40,31,89,32,10,12,2,1,29,0x3695,350,528,1000,396,0,0,0,0,0,0,0,932,8000,985,191,5017,1,2108,2,1004,10,15014,2,1127,2,0,0,15036,1,4136,1
2472,MG_BLOODY_KNIGHT,血腥骑士,血腥骑士,116,285000,1,7348,6511,3,942,1065,122,50,132,59,70,57,98,45,10,12,2,0,87,0x3695,250,828,528,192,0,0,0,0,0,0,0,7054,4850,2229,45,2317,5,2125,62,1170,1,1417,2,15014,5,0,0,0,0,4320,1
2473,MG_M_UNDEAD_KNIGHT,不死骑士,不死骑士,133,500000,0,4500,3375,2,751,880,122,62,122,87,54,65,103,65,14,16,2,7,80,0x37B5,170,140,384,288,0,0,0,0,0,0,0,607,100,608,1000,12292,10,12293,10,18661,1,6609,1000,6610,1000,0,0,0,0,0,0 
2474,MG_F_UNDEAD_KNIGHT,不死女骑士,不死女骑士,133,500000,0,4500,3375,2,751,880,122,62,122,87,54,65,103,65,14,16,2,7,80,0x37B5,170,140,384,288,0,0,0,0,0,0,0,607,100,608,1000,12292,10,12293,10,18637,1,6609,1000,6610,1000,0,0,0,0,0,0 
2475,MG_CORRUPTION_ROOT,堕落之根,堕落之根,136,3190000,1,240120,187920,3,710,1762,213,123,86,89,120,131,101,92,14,12,2,7,62,0x1A4,170,854,2016,480,120060,607,5500,608,3500,732,5500,18123,5,20714,5,1661,1,607,1000,608,1000,12292,100,12293,100,0,0,0,0,4603,1 
2476,MG_AMDARAIS,阿姆达莱斯,阿姆达莱斯,143,3283990,1,74288,77950,2,8860,10022,32,66,140,159,30,109,300,90,10,12,2,2,63,0x37B5,200,1152,1152,576,37144,617,5500,617,5000,616,2000,18122,5,20723,5,1825,1,607,1000,608,1000,12292,100,12293,100,0,0,0,0,4601,1 

//2477,NG_WANDER_MAN
2478,NG_RIDEWORD,噩梦飞行魔书,噩梦飞行魔书,137,63101,1,0,0,1,1345,1758,210,40,71,180,35,21,61,5,10,12,0,0,60,0x3695,150,864,500,192,0,0,0,0,0,0,0,1097,4850,1553,4,1554,4,1555,2,1556,2,7015,300,1006,20,0,0,0,0,4185,1
2479,NG_MIMIC,噩梦邪恶箱,噩梦邪恶箱,137,63101,1,0,0,1,1345,1758,210,40,71,180,35,21,61,0,10,12,1,0,60,0x3795,100,168,480,360,0,0,0,0,0,0,0,603,30,617,1,644,50,2404,5,2506,1,2417,10,2610,100,0,0,0,0,0,0
//2480,NG_EVIL_DRUID
//2481,NG_WRAITH_DEAD
//2482,G_MG_KHALITZBURG
//2483,NG_BAPHOMET
//2484,G_NG_BAPHOMET_
//2485,NG_CHIMERA
//2486,ISIS_ANNIV
//2487,PASANA_ANNIV
//2488,OSIRIS_ANNIV
2489,GM_WOMAN,[GM]安赫尔,[GM]安赫尔,180,39999999,10000,20000,20000,7,9999,19999,999,399,255,255,255,255,255,255,10,12,1,7,81,0x37B5,125,76,320,288,20000000,10718,300,617,1000,616,1000,0,0,6024,500,18767,500,10727,500,10730,500,10719,500,10724,500,5013,50,0,0,4556,1
2490,GM_SAY,[GM]虫子,[GM]虫子,180,19999999,1,10000,10000,4,7999,12999,399,99,80,130,130,255,130,100,10,12,1,7,86,0x37B5,100,1152,384,288,10000000,10717,100,617,1000,616,1000,0,0,6024,100,18766,100,10727,100,10730,100,10719,100,10724,100,20746,10,0,0,4549,1
2491,GM_SMOKIE,[GM]沙妖,[GM]沙妖,180,19999999,1,10000,10000,4,7999,12999,399,99,80,130,255,130,130,100,10,12,1,7,85,0x37B5,100,76,384,288,10000000,10717,100,617,1000,616,1000,0,0,6024,100,18766,100,10727,100,10730,100,10719,100,10724,100,20746,10,0,0,4550,1
2492,GM_PHOENIX,[GM]小暖,[GM]小暖,180,19999999,1,10000,10000,4,7999,12999,399,99,80,255,130,130,130,100,10,12,1,7,83,0x37B5,100,76,384,288,10000000,10717,100,617,1000,616,1000,0,0,6024,100,18766,100,10727,100,10730,100,10719,100,10724,100,20746,10,0,0,4550,1
2493,GM_MEN,[GM]渐行渐远,[GM]渐行渐远,180,19999999,1,10000,10000,4,7999,12999,399,99,80,130,130,130,255,100,10,12,1,7,82,0x37B5,100,76,384,288,10000000,10717,100,617,1000,616,1000,0,0,6024,100,18766,100,10727,100,10730,100,10719,100,10724,100,20746,10,0,0,4550,1
2494,GM_HINALLE,[GM]小佳,[GM]小佳,180,19999999,1,10000,10000,4,7999,12999,399,99,80,130,130,255,130,100,10,12,1,7,86,0x37B5,125,1152,384,288,10000000,10717,100,617,1000,616,1000,0,0,6024,100,18766,100,10727,100,10730,100,10719,100,10724,100,20746,10,0,0,4549,1
//2495,HIDDEN_MOB2
//2496,I_UZHAS
//2497,I_DOKEBI
//2498,G_WISH_MAIDEN
//2499,J_PORING
//2500,E_MEGALODON
//2501,E_ASTER
//2502,E_CRAB
//2503,E_SHELLFISH
//2504,E_COELACANTH_N_E
//2505,E_RED_ERUMA
//2506,E_KING_DRAMOH
//2507,E_CORNUTUS
//2508,E_PENOMENA
//2509,KRAKEN_LEG_6
//2510,WATERMELON_1
//2511,WATERMELON_2
//2512,WATERMELON_3
//2513,WATERMELON_4
//2514,WATERMELON_5
//2515,WATERMELON_6
//2516,WATERMELON_7
//2517,WATERMELON_8
//2518,WATERMELON_9
//2519,WATERMELON_10
//2520,WATERMELON_11
//2521,WATERMELON_12
//2522,WATERMELON_13
//2523,WATERMELON_14
//2524,WATERMELON_15
//2525,WATERMELON_16
//2526,E_BANDIT
//2527,ME_ANOPHELES
2528,FACEWORM,脸虫,脸虫,175,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,0,23,0x0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,FACEWORM_QUEEN,脸虫女王,脸虫女王,160,475840,1,2010,2010,1,1580,2483,172,164,97,99,86,131,145,67,10,12,1,1,89,0x37B5,100,1072,672,384,1005,0,0,0,0,0,0,13090,5,13089,5,2881,5,2948,5,2983,5,2984,5,6607,5,0,0,0,0,0,0
